Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_3692,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_73,,Putative uncharacterized protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_1986,,cpp23,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3428,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3500,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3505,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_351,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3511,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3512,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3513,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3514,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3519,,hypothetical protein,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_3520,,cpp9,22,0,387,128,5.378973105,100,inf,0.003655728,1,0.011992096,1,1,0,1,1
group_190,,Putative uncharacterized protein,109,52,300,76,26.65036675,59.375,0.531025641,0.003908325,1,0.012813537,1,1,1,1,1
group_2842,,D12 class N6 adenine-specific DNA methyltransferase,398,116,11,12,97.31051345,9.375,3.742946708,0.004096469,1,0.013407874,1,1,1,1,1
group_3047,,D12 class N6 adenine-specific DNA methyltransferase,11,12,398,116,2.689486553,90.625,0.267169179,0.004096469,1,0.013407874,1,1,1,1,1
group_3717,,hypothetical protein,11,12,398,116,2.689486553,90.625,0.267169179,0.004096469,1,0.013407874,1,1,1,1,1
group_3004,,hypothetical protein,12,12,397,116,2.93398533,90.625,0.292191436,0.00514647,1,0.016825772,1,1,1,1,1
group_3552,,Putative acyl carrier protein,12,12,397,116,2.93398533,90.625,0.292191436,0.00514647,1,0.016825772,1,1,1,1,1
group_674,,hypothetical protein,28,1,381,127,6.84596577,99.21875,9.333333333,0.005866481,1,0.01916907,1,1,1,1,1
group_1362,,hypothetical protein,77,11,332,117,18.82640587,91.40625,2.46686747,0.005940031,1,0.019398584,1,1,1,1,1
group_1267,,"acetyltransferase, GNAT family",389,128,20,0,95.11002445,0,0,0.006024983,1,0.01950218,1,0,1,1,1
group_2903,,L-Proline/Glycine betaine transporter ProP,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_2915,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_3358,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
ldh_2,,L-lactate dehydrogenase,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_1122,,putative dehydrogenase,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_1608,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_3722,,2-oxoglutarate/malate translocator,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_3725,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_496,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
proP_2,,Proline/betaine transporter (ProP),20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_2381,,putative relaxase,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_3437,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_3448,,putative RelE/StbE family addiction module toxin,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_688,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_928,,hypothetical protein,20,0,389,128,4.88997555,100,inf,0.006024983,1,0.01950218,1,1,0,1,1
group_1121,,"Gluconate 2-dehydrogenase, membrane-bound, flavoprotein",21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_1502,,oxidoreductase,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_667,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_2013,,putative ATP/GTP binding protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_2507,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3660,,membrane protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_593,kgtP_1,alpha-ketoglutarate permease,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_1150,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3040,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_2468,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3041,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3042,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3045,dmsC,Cj81-083,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3674,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3676,,"RloG protein, putative",21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3688,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3689,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_732,,"hydrogenase, (NiFe)/(NiFeSe) small subunit family",21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_345,,Putative periplasmic protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_1025,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_1963,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_2946,topA,DNA topoisomerase I,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3438,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3446,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3515,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_3736,,hypothetical protein,21,0,388,128,5.134474328,100,inf,0.006536004,1,0.020856861,1,1,0,1,1
group_2001,,hypothetical protein,59,32,350,96,14.42542787,75,0.505714286,0.006939943,1,0.022133812,1,1,1,1,1
group_109,,hypothetical protein,261,98,148,30,63.81418093,23.4375,0.539851076,0.007239949,1,0.023078075,1,1,1,1,1
group_38,maf-3,Motility accessory factor,3,6,406,122,0.733496333,95.3125,0.150246305,0.007305273,1,0.023273647,1,1,1,1,1
group_298,,hypothetical protein,46,27,363,101,11.24694377,78.90625,0.474033262,0.007335265,1,0.023356503,1,1,1,1,1
ybbB_2,,GTP-binding protein,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
cheR_2,,Chemotaxis protein methyltransferase,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_726,wcbK,GDP-D-mannose dehydratase,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_352,,hypothetical protein,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_5093,,hypothetical protein,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_1693,hddC_2,capsular polysaccharide heptosyltransferase,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_413,,Capsular polysaccharide biosynthesis heptosyltransferase HddD,18,0,391,128,4.400977995,100,inf,0.009984289,1,0.031670943,1,1,0,1,1
group_1175,,"tail protein D, putative",19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_1606,,hypothetical protein,19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_66,,hypothetical protein (617 family),19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_3037,,hypothetical protein,19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_63,,hypothetical protein (617 family),19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_1027,,hypothetical protein,19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_34,maf4,motility accessory factor,19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_887,,hypothetical protein,19,0,390,128,4.645476773,100,inf,0.010496497,1,0.033145987,1,1,0,1,1
group_215,,putative transmembrane protein,12,11,397,117,2.93398533,91.40625,0.321502175,0.010500187,1,0.033145987,1,1,1,1,1
group_382,,cpp21,1,4,408,124,0.244498778,96.875,0.075980392,0.012670463,1,0.039975378,1,1,1,1,1
group_1315,,cytochrome c family protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_2028,,Putative integral membrane protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_1616,,Putative uncharacterized protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_110,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_1398,,putative sugar transferase,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_28,maf-3,motility accessory factor,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3574,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3575,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3576,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3577,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3579,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3580,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3581,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_3584,,hypothetical protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_767,,Putative integral membrane protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_978,,Putative uncharacterized protein,0,3,409,125,0,97.65625,0,0.013301217,1,0.041607115,1,0,1,1,1
group_335,,Putative periplasmic protein,231,88,178,40,56.4792176,31.25,0.58988764,0.013591388,1,0.042492116,1,1,1,1,1
sdaA,,L-serine ammonia-lyase,349,120,60,8,85.33007335,6.25,0.387777778,0.014038606,1,0.043843532,1,1,1,1,1
group_2200,sdaA,L-serine ammonia-lyase,60,8,349,120,14.66992665,93.75,2.578796562,0.014038606,1,0.043843532,1,1,1,1,1
group_910,,polysaccharide deacetylase family protein,4,6,405,122,0.97799511,95.3125,0.200823045,0.014707503,1,0.045883652,1,1,1,1,1
group_1397,,putative glycosyltransferase,4,6,405,122,0.97799511,95.3125,0.200823045,0.014707503,1,0.045883652,1,1,1,1,1
group_1181,traN,hypothetical protein,14,12,395,116,3.422982885,90.625,0.342616034,0.015564824,1,0.048532446,1,1,1,1,1
group_1460,ogt,Methylated-DNA--protein-cysteine methyltransferase,40,4,369,124,9.7799511,96.875,3.360433604,0.015599231,1,0.048613872,1,1,1,1,1
group_1926,fmt_1,Methionyl-tRNA formyltransferase,71,11,338,117,17.3594132,91.40625,2.234265734,0.016350733,1,0.050928799,1,1,1,1,1
group_439,,hypothetical protein,35,3,374,125,8.557457213,97.65625,3.899286988,0.016503951,1,0.051351467,1,1,1,1,1
group_179,maf-5,hypothetical protein,35,3,374,125,8.557457213,97.65625,3.899286988,0.016503951,1,0.051351467,1,1,1,1,1
group_3271,,Transcriptional regulatory protein,393,128,16,0,96.08801956,0,0,0.016628314,1,0.051410958,1,0,1,1,1
group_697,,Cytochrome C,393,128,16,0,96.08801956,0,0,0.016628314,1,0.051410958,1,0,1,1,1
group_869,,hypothetical protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_142,,Putative outer-membrane protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_1604,,di-/tripeptide transporter,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_213,,putative transmembrane protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_311,dapH,hypothetical protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_4124,,cpp21,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_174,flaA,flagellin B,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_3766,,hypothetical protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_4126,,Transcriptional regulatory protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_915,,formyl transferase domain protein,16,0,393,128,3.91198044,100,inf,0.016628314,1,0.051410958,1,1,0,1,1
group_854,,MmgE/PrpD family protein,392,128,17,0,95.84352078,0,0,0.01696862,1,0.052270126,1,0,1,1,1
group_2879,,"tail tape measure protein, TP901 family",17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_1140,,capsular polysaccharide biosynthesis protein,17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_3682,,hypothetical protein,17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_1155,,hypothetical protein,17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_567,,"D12 class N6 adenine-specific DNA methyltransferase, putative",17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_891,,hypothetical protein,17,0,392,128,4.156479218,100,inf,0.01696862,1,0.052270126,1,1,0,1,1
group_1007,,Putative integral membrane protein,333,91,76,37,81.41809291,28.90625,1.78152111,0.017782188,1,0.054747473,1,1,1,1,1
group_482,,methyl-accepting chemotaxis protein,15,12,394,116,3.667481663,90.625,0.368020305,0.017928223,1,0.055168107,1,1,1,1,1
group_2384,,hypothetical protein,101,19,308,109,24.69437653,85.15625,1.881237184,0.020733617,1,0.063767294,1,1,1,1,1
group_530,,"membrane protein, putative",161,36,248,92,39.36430318,71.875,1.659050179,0.021213482,1,0.065208932,1,1,1,1,1
group_1042,,"acetyltransferase, GNAT family",69,11,340,117,16.87041565,91.40625,2.15855615,0.022545433,1,0.069266945,1,1,1,1,1
group_3597,,hypothetical protein,65,32,344,96,15.89242054,75,0.566860465,0.024859201,1,0.076335588,1,1,1,1,1
group_3708,dmsB,Anaerobic dimethyl sulfoxide reductase chain B,15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_902,,hypothetical protein,15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_1548,cytC,cytochrome C biogenesis protein (Ycf5),15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_33,maf4,motility accessory factor,15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_498,,hypothetical protein,15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_500,,hypothetical protein,15,0,394,128,3.667481663,100,inf,0.027612025,1,0.084443,1,1,0,1,1
group_266,,putative sugar nucleotidyltransferase,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_2911,,capsule biosynthesis phosphatase,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_2993,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_396,,Putative outer-membrane protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_3219,,Putative uncharacterized protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_3534,flgE-2,Flagellar hook subunit protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_486,,methyl-accepting chemotaxis protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_900,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_1147,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_1158,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_1250,,"site-specific recombinase, phage integrase family",14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_130,,putative periplasmic protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_283,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_331,,Putative periplasmic protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_3904,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_494,,hypothetical protein,14,0,395,128,3.422982885,100,inf,0.027816348,1,0.084443,1,1,0,1,1
group_654,,Putative uncharacterized protein,291,104,118,24,71.14914425,18.75,0.569100391,0.028741355,1,0.087205912,1,1,1,1,1
porA,,major outer membrane protein,290,77,119,51,70.90464548,39.84375,1.614100186,0.029134571,1,0.088353261,1,1,1,1,1
group_3113,,hypothetical protein,41,5,368,123,10.02444988,96.09375,2.74076087,0.030016217,1,0.090979867,1,1,1,1,1
group_326,fliK,putative flagellar hook-length control protein,63,31,346,97,15.40342298,75.78125,0.569737087,0.032246239,1,0.097688606,1,1,1,1,1
group_1313,,cytochrome c family protein,257,94,152,34,62.83618582,26.5625,0.61156215,0.033037852,1,0.100035067,1,1,1,1,1
group_144,,Putative outer-membrane protein,70,12,339,116,17.11491443,90.625,1.996066863,0.034778243,1,0.105250418,1,1,1,1,1
group_41,pseD,PseD protein,20,13,389,115,4.88997555,89.84375,0.454815108,0.036146103,1,0.109277182,1,1,1,1,1
group_1605,,hypothetical protein,20,13,389,115,4.88997555,89.84375,0.454815108,0.036146103,1,0.109277182,1,1,1,1,1
flaB,,flagellin,347,118,62,10,84.84107579,7.8125,0.474302898,0.036926614,1,0.111579285,1,1,1,1,1
group_1119,,"oxidoreductase, putative",388,127,21,1,94.86552567,0.78125,0.145481815,0.037155998,1,0.11221456,1,1,1,1,1
group_1789,,Putative uncharacterized protein,405,123,4,5,99.02200489,3.90625,4.115853659,0.039080699,1,0.117966558,1,1,1,1,1
group_1551,cytC,cytochrome c biogenesis protein,119,25,290,103,29.09535452,80.46875,1.69062069,0.039263428,1,0.118457135,1,1,1,1,1
group_1203,,Putative oxidoreductase subunit,1,3,408,125,0.244498778,97.65625,0.102124183,0.043864126,1,0.132269293,1,1,1,1,1
group_1618,,hypothetical protein,48,7,361,121,11.73594132,94.53125,2.298377523,0.044725289,1,0.134353054,1,1,1,1,1
group_299,,hypothetical protein,18,12,391,116,4.400977995,90.625,0.445012788,0.045125216,1,0.134353054,1,1,1,1,1
group_1361,,hypothetical protein,138,56,271,72,33.7408313,56.25,0.654717976,0.045208271,1,0.134353054,1,1,1,1,1
group_2565,,hypothetical protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_1688,,Putative periplasmic protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_1678,,"beta-1,4-N-acetylgalactosaminyltransferase",13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_3318,,"DNA-binding protein, putative",13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_2877,,hypothetical protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_941,dcuB,anaerobic C4-dicarboxylate membrane transporter DcuB,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_3245,,hypothetical protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_155,,putative outer membrane protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_2501,,cpp8,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_5354,,"RloG protein, putative",13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
group_5355,,hypothetical protein,13,0,396,128,3.178484108,100,inf,0.045219818,1,0.134353054,1,1,0,1,1
